BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GCF_023336755.1_Roseibaca_sp.V10_V10-c00001_NZ_JALZ...region001	c00001_NZ_JALZ..	Roseibaca sp.v10 strain V10	terpene	Terpene	Roseibaca sp.v10 V10..	
GCF_023336755.1_Roseibaca_sp.V10_V10-c00002_NZ_JALZ...region001	c00002_NZ_JALZ..	Roseibaca sp.v10 strain V10	T3PKS	PKSother	Roseibaca sp.v10 V10..	
GCF_023336755.1_Roseibaca_sp.V10_V10-c00002_NZ_JALZ...region002	c00002_NZ_JALZ..	Roseibaca sp.v10 strain V10	T1PKS.NRPS-like	PKS-NRP_Hybrids	Roseibaca sp.v10 V10..	
GCF_023336755.1_Roseibaca_sp.V10_V10-c00003_NZ_JALZ...region001	c00003_NZ_JALZ..	Roseibaca sp.v10 strain V10	ectoine	Others	Roseibaca sp.v10 V10..	
GCF_023336755.1_Roseibaca_sp.V10_V10-c00008_NZ_JALZ...region001	c00008_NZ_JALZ..	Roseibaca sp.v10 strain V10	RiPP-like	RiPPs	Roseibaca sp.v10 V10..	
GCF_023336755.1_Roseibaca_sp.V10_V10-c00009_NZ_JALZ...region001	c00009_NZ_JALZ..	Roseibaca sp.v10 strain V10	RRE-containing	RiPPs	Roseibaca sp.v10 V10..	
GCF_023336755.1_Roseibaca_sp.V10_V10-c00026_NZ_JALZ...region001	c00026_NZ_JALZ..	Roseibaca sp.v10 strain V10	T1PKS	PKSI	Roseibaca sp.v10 V10..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000005.region001	NZ_FNEA01000005	Paracoccus denitrificans strain DSM 413	redox-cofactor	Others	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000006.region001	NZ_FNEA01000006	Paracoccus denitrificans strain DSM 413	RiPP-like	RiPPs	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000007.region001	NZ_FNEA01000007	Paracoccus denitrificans strain DSM 413	NRPS	NRPS	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000012.region001	NZ_FNEA01000012	Paracoccus denitrificans strain DSM 413	LAP.RiPP-like.thiopeptide	RiPPs	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000013.region001	NZ_FNEA01000013	Paracoccus denitrificans strain DSM 413	NRPS	NRPS	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000014.region001	NZ_FNEA01000014	Paracoccus denitrificans strain DSM 413	hserlactone	Others	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000014.region002	NZ_FNEA01000014	Paracoccus denitrificans strain DSM 413	NRPS-like.T1PKS	PKS-NRP_Hybrids	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000020.region001	NZ_FNEA01000020	Paracoccus denitrificans strain DSM 413	thioamitides	Others	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000030.region001	NZ_FNEA01000030	Paracoccus denitrificans strain DSM 413	ranthipeptide	RiPPs	Paracoccus denitrificans DSM 413..	
GCF_900110025.1_Gemmobacter_aquatilis_DSM_3857-NZ_FOCE01000001.region001	NZ_FOCE01000001	Gemmobacter aquatilis strain DSM 3857	RiPP-like	RiPPs	Gemmobacter aquatilis DSM 3857..	
GCF_900110025.1_Gemmobacter_aquatilis_DSM_3857-NZ_FOCE01000005.region001	NZ_FOCE01000005	Gemmobacter aquatilis strain DSM 3857	terpene	Terpene	Gemmobacter aquatilis DSM 3857..	
GCF_900110025.1_Gemmobacter_aquatilis_DSM_3857-NZ_FOCE01000008.region001	NZ_FOCE01000008	Gemmobacter aquatilis strain DSM 3857	NRPS-like.T1PKS	PKS-NRP_Hybrids	Gemmobacter aquatilis DSM 3857..	
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000001.region001	NZ_UIHC01000001	Roseibaca ekhonensis strain CECT7235	ectoine	Others	Roseibaca ekhonensis CECT7235..	
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000006.region001	NZ_UIHC01000006	Roseibaca ekhonensis strain CECT7235	T3PKS	PKSother	Roseibaca ekhonensis CECT7235..	
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000007.region001	NZ_UIHC01000007	Roseibaca ekhonensis strain CECT7235	NRPS-like.T1PKS	PKS-NRP_Hybrids	Roseibaca ekhonensis CECT7235..	
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000012.region001	NZ_UIHC01000012	Roseibaca ekhonensis strain CECT7235	terpene	Terpene	Roseibaca ekhonensis CECT7235..	
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000019.region001	NZ_UIHC01000019	Roseibaca ekhonensis strain CECT7235	RRE-containing	RiPPs	Roseibaca ekhonensis CECT7235..	
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000070.region001	NZ_UIHC01000070	Roseibaca ekhonensis strain CECT7235	RiPP-like	RiPPs	Roseibaca ekhonensis CECT7235..	
